Full_Name,Team,Position,Overall,Madden_Year
A.Q. Shipley,ARI,C,80,2018
Dwayne Allen,NE,TE,80,2018
Abry Jones,JAX,DT,80,2018
J.R. Sweezy,TB,LG,77,2018
Jeremiah Attaochu,LAC,ROLB,80,2018
Taylor Gabriel,ATL,WR,79,2018
Derrick Morgan,TEN,LOLB,79,2018
Micah Hyde,BUF,SS,76,2018
Nick Fairley,NO,DT,79,2018
Nickell Robey-Coleman,LAR,CB,79,2018
Michael Pierce,BAL,DT,79,2018
David Andrews,NE,C,78,2018
Brian Winters,NYJ,RG,78,2018
Andrew Sendejo,MIN,SS,78,2018
Kerry Hyder Jr,DET,LE,78,2018
Dee Ford,KC,ROLB,78,2018
Adam Humphries,TB,WR,76,2018
Corey Coleman,CLE,WR,78,2018
Artie Burns,PIT,CB,78,2018
Alec Ogletree,LAR,MLB,77,2018
Craig Robertson,NO,MLB,77,2018
Brian Quick,WAS,WR,77,2018
Mychal Kendricks,PHI,ROLB,77,2018
Patrick Robinson,PHI,CB,77,2018
Adrian Clayborn,ATL,LE,77,2018
Shaquil Barrett,DEN,LOLB,81,2018
Cedric Ogbuehi,CIN,RT,72,2018
Garett Bolles,DEN,LT,77,2018
Kai Forbath,MIN,K,77,2018
William Gholston,TB,LE,76,2018
Keith Tandy,TB,SS,76,2018
Brooks Reed,ATL,LE,76,2018
Datone Jones,MIN,RE,76,2018
Kyle Fuller,CHI,CB,80,2018
Rex Burkhead,NE,HB,76,2018
Kenneth Dixon,BAL,HB,76,2018
Charcandrick West,KC,HB,76,2018
Jabrill Peppers,CLE,SS,76,2018
Dan Feeney,LAC,RG,76,2018
Donnie Jones,PHI,P,76,2018
Aaron Lynch,SF,RE,76,2018
Rafael Bush,NO,FS,75,2018
Rashard Robinson,SF,CB,76,2018
Elandon Roberts,NE,LOLB,75,2018
Michael Floyd,MIN,WR,75,2018
Derrick Coleman,ATL,FB,75,2018
Takkarist McKinley,ATL,LE,75,2018
Kareem Hunt,KC,HB,75,2018
Jace Amaro,TEN,TE,75,2018
Shaun Draughn,NYG,HB,74,2018
Eric Winston,CIN,RT,72,2018
ArDarius Stewart,NYJ,WR,74,2018
Marcus Maye,NYJ,SS,74,2018
Quincy Wilson,IND,CB,74,2018
Troy Niklas,ARI,TE,74,2018
Dustin Hopkins,WAS,K,74,2018
Randy Bullock,CIN,K,74,2018
Terrell McClain,WAS,RE,73,2018
Germain Ifedi,SEA,RT,73,2018
Cam Thomas,KC,DT,73,2018
Kevin Dodd,TEN,ROLB,73,2018
Shareece Wright,BUF,CB,75,2018
George Iloka,CIN,FS,75,2018
Clinton McDonald,TB,DT,75,2018
Noah Spence,TB,RE,75,2018
Darqueze Dennard,CIN,CB,73,2018
Ziggy Hood,WAS,DT,72,2018
Matt Barkley,SF,QB,72,2018
Rashaan Melvin,IND,CB,72,2018
Josh Reynolds,LAR,WR,72,2018
Harrison Butker,CAR,K,72,2018
Aldrick Robinson,SF,WR,72,2018
Tom Johnson,MIN,DT,71,2018
Cedric Peerman,CIN,HB,71,2018
Kyle Van Noy,NE,MLB,71,2018
Vernon Hargreaves III,TB,CB,75,2018
D'Onta Foreman,HOU,HB,71,2018
Quintin Demps,CHI,SS,80,2018
Preston Brown,BUF,MLB,74,2018
Joe Williams,SF,HB,72,2018
Will Sutton,MIN,DT,70,2018
Chris Godwin,TB,WR,75,2018
Reggie Ragland,BUF,MLB,73,2018
Luke Bowanko,JAX,C,70,2018
William Jackson III,CIN,CB,73,2018
Don Carey,DET,FS,70,2018
E.J. Manuel,OAK,QB,70,2018
Chad Hansen,NYJ,WR,70,2018
Jordan Dangerfield,PIT,FS,70,2018
Elijah McGuire,NYJ,HB,70,2018
James Hurst,BAL,RT,69,2018
Benny Cunningham Jr,CHI,HB,74,2018
Nick Bellore,DET,MLB,69,2018
Mike Purcell,LAR,DT,69,2018
Carl Bradford,BUF,ROLB,72,2018
Leonard Johnson,BUF,CB,71,2018
Josh LeRibeus,NO,LG,69,2018
Jeremy Langford,CHI,HB,74,2018
Damion Square,LAC,DT,69,2018
Akeem Hunt,HOU,HB,69,2018
Isaac Seumalo,PHI,LG,69,2018
Eddie Vanderdoes,OAK,LE,69,2018
Howard Wilson,CLE,CB,69,2018
Derek Wolfe,DEN,LE,81,2018
Joe Hawley,TB,C,74,2018
Josh Shaw,CIN,CB,72,2018
Justin Evans,TB,FS,73,2018
Pat Sims,CIN,DT,72,2018
Marquez Williams,JAX,FB,68,2018
Ryan Grant,WAS,WR,67,2018
Tavarres King,NYG,WR,67,2018
Roger Lewis Jr,NYG,WR,67,2018
Max Tuerk,LAC,C,67,2018
Ryan Delaire,CAR,RE,67,2018
Ian Silberman,OAK,RT,67,2018
Geronimo Allison,GB,WR,67,2018
Jeremy Ross,ARI,WR,67,2018
Isaiah McKenzie,DEN,WR,67,2018
Shelton Gibson,PHI,WR,67,2018
Glenn Gronkowski,NE,FB,67,2018
Ahmad Brooks,SF,LOLB,75,2018
Cole Wick,DET,TE,67,2018
Christian Hackenberg,NYJ,QB,66,2018
T.J. Ward,DEN,SS,81,2018
Fitzgerald Toussaint,PIT,HB,66,2018
Mike Jordan,LAR,CB,66,2018
Brandon Copeland,DET,LE,66,2018
Willie Henry,BAL,LE,66,2018
Harlan Miller,ARI,CB,66,2018
Matt Feiler,PIT,LT,66,2018
Devante Mays,GB,HB,66,2018
Jamal Agnew,DET,CB,66,2018
Aaron Peck,GB,TE,66,2018
Cole Toner,ARI,RG,65,2018
Edwin Jackson,IND,MLB,65,2018
John Lotulelei,DAL,ROLB,65,2018
Brian Mihalik,PIT,RT,65,2018
Brad Seaton,TEN,RT,65,2018
Malcolm Brown,LAR,HB,65,2018
Evan Smith,TB,LG,73,2018
Scott Orndoff,PIT,TE,65,2018
Aviante Collins,MIN,RT,65,2018
Zay Jones,BUF,WR,74,2018
Stephen Anderson,HOU,TE,65,2018
Tre McBride,TEN,WR,65,2018
Jordan Devey,KC,LT,64,2018
Justin Hamilton,PHI,DT,64,2018
De'Vante Bausby,KC,CB,64,2018
Jace Billingsley,DET,WR,64,2018
Roberto Aguayo,TB,K,73,2018
Rashod Hill,MIN,LT,64,2018
Johnny Holton,OAK,WR,64,2018
Julian Stanford,NYJ,MLB,63,2018
Jack Tocho,MIN,SS,63,2018
Matthew Dayes,CLE,HB,63,2018
Matt Longacre,LAR,LE,63,2018
A.J. Jefferson,LAR,LE,63,2018
Robert Leff,GB,RT,63,2018
Derrick Jones,NYJ,CB,63,2018
Jordan Lucas,MIA,CB,63,2018
D.J. Foster,NE,HB,63,2018
Tevaun Smith,IND,WR,63,2018
Nick Dzubnar,LAC,MLB,62,2018
Obum Gwacham,NO,LE,62,2018
Lawrence Thomas,NYJ,LE,62,2018
Jacquies Smith,TB,LE,72,2018
Brandon Watts,MIA,LOLB,62,2018
Lou Young,WAS,CB,62,2018
Joel Stave,KC,QB,62,2018
Ukeme Eligwe,KC,MLB,62,2018
Donovan Smith,TB,LT,72,2018
Justin Murray,DEN,RT,62,2018
Shaneil Jenkins,SEA,RE,62,2018
Ryan Malleck,BAL,TE,62,2018
Max McCaffrey,GB,WR,62,2018
Paul McRoberts,LAR,WR,62,2018
K.J. Brent,OAK,WR,62,2018
Leon McQuay III,KC,SS,61,2018
Nathan Gerry,PHI,ROLB,61,2018
Garrison Smith,SEA,LE,61,2018
Jake Eldrenkamp,LAR,C,61,2018
Branden Jackson,OAK,RE,61,2018
C.J. Smith III,PHI,CB,61,2018
Eric Wilson,MIN,LOLB,61,2018
Antonio Hamilton,OAK,CB,61,2018
Aarion Penton,LAR,CB,61,2018
Adam Pankey,GB,LG,61,2018
Francis Kallon,PIT,RE,61,2018
Jamaal Jones,LAC,WR,61,2018
Jake Lampman,NO,WR,61,2018
Marcus Tucker,PIT,WR,61,2018
Houston Bates,WAS,LOLB,60,2018
Garry Gilliam,SF,RT,71,2018
Xavier Williams,ARI,DT,60,2018
Doug Middleton,NYJ,SS,60,2018
Adrian Amos,CHI,FS,80,2018
Tyler Bray,KC,QB,60,2018
Jude Adjei-Barimah,TB,CB,72,2018
P.J. Dawson,CIN,ROLB,71,2018
Alex McCalister,PHI,LE,60,2018
JoJo Natson,IND,WR,59,2018
Malik Smith,HOU,SS,59,2018
James Cowser,OAK,ROLB,59,2018
Justin Staples,TEN,LOLB,58,2018
Gabe Martin,ARI,MLB,58,2018
Earl Okine,KC,LE,57,2018
Don Cherry,PHI,MLB,57,2018
Kyle Carter,MIN,TE,57,2018
Jameill Showers,DAL,SS,55,2018
Thomas Hennessy,IND,TE,43,2018
Delanie Walker,TEN,TE,93,2018
Odell Beckham Jr,NYG,WR,93,2018
Justin Houston,KC,LOLB,93,2018
Kelechi Osemele,OAK,LG,92,2018
Julian Edelman,NE,WR,89,2018
Martellus Bennett,GB,TE,89,2018
Melvin Ingram,LAC,RE,89,2018
Xavier Rhodes,MIN,CB,88,2018
Jason Peters,PHI,LT,87,2018
Terrell Suggs,BAL,ROLB,86,2018
Everson Griffen,MIN,RE,86,2018
Eric Wood,BUF,C,73,2018
Ron Parker,KC,FS,85,2018
Kirk Cousins,WAS,QB,85,2018
Aldon Smith,OAK,ROLB,85,2018
Josh Robinson,TB,CB,72,2018
Matt Forte,NYJ,HB,84,2018
Dan Bailey,DAL,K,84,2018
Carson Palmer,ARI,QB,83,2018
Chris Hogan,NE,WR,83,2018
Thomas Rawls,SEA,HB,83,2018
Ronald Leary,DEN,RG,83,2018
Aaron Ripkowski,GB,FB,83,2018
Tyreek Hill,KC,WR,83,2018
Anthony Fasano,MIA,TE,83,2018
Sharrif Floyd,MIN,DT,83,2018
Myles Garrett,CLE,RE,83,2018
Lardarius Webb,BAL,FS,82,2018
Clay Matthews,GB,ROLB,82,2018
Koa Misi,MIA,LOLB,82,2018
Eddie Lacy,SEA,HB,82,2018
Glover Quin,DET,FS,82,2018
Ryan Kalil,CAR,C,81,2018
Alejandro Villanueva,PIT,LT,81,2018
Bilal Powell,NYJ,HB,81,2018
Shane Ray,DEN,ROLB,79,2018
Allen Barbre,PHI,LG,81,2018
Alex Smith,KC,QB,81,2018
James White,NE,HB,81,2018
Virgil Green,DEN,TE,81,2018
Christian McCaffrey,CAR,HB,81,2018
Charles Leno Jr,CHI,LT,73,2018
Duke Johnson Jr,CLE,HB,80,2018
Adolphus Washington,BUF,DT,71,2018
David Irving,DAL,LE,79,2018
Kurt Coleman,CAR,SS,78,2018
Richard Rodgers,GB,TE,78,2018
Brice McCain,TEN,CB,78,2018
Andrew Adams,NYG,FS,78,2018
David Njoku,CLE,TE,78,2018
Jordan Berry,PIT,P,78,2018
Jermey Parnell,JAX,RT,77,2018
Mike Gillislee,NE,HB,77,2018
Jalen Richard,OAK,HB,77,2018
Willie Young,CHI,ROLB,79,2018
Jon Ryan,SEA,P,77,2018
Will Clarke,CIN,RE,70,2018
Eli Rogers,PIT,WR,76,2018
Arik Armstead,SF,RE,75,2018
Leonard Floyd,CHI,LOLB,77,2018
Devin Funchess,CAR,WR,76,2018
Robert Nkemdiche,ARI,LE,76,2018
Ryan Groy,BUF,LG,72,2018
Stephen Gostkowski,NE,K,76,2018
Malcolm Smith,SF,ROLB,75,2018
Star Lotulelei,CAR,DT,75,2018
Will Tye,NYG,TE,75,2018
Clive Walford,OAK,TE,75,2018
Trae Waynes,MIN,CB,75,2018
Sammie Coates,PIT,WR,75,2018
George Johnson,TB,LE,71,2018
Josh Huff,TB,WR,71,2018
Evan Engram,NYG,TE,75,2018
Derek Barnett,PHI,RE,75,2018
Bobby Massie,CHI,RT,73,2018
Gerald Everett,LAR,TE,75,2018
Kendall Langford,IND,LE,74,2018
Corey Peters,ARI,DT,74,2018
Max Garcia,DEN,LG,74,2018
Letroy Guion,GB,DT,74,2018
Arthur Moats,PIT,LOLB,74,2018
Vonn Bell,NO,FS,74,2018
Orleans Darkwa,NYG,HB,74,2018
Brice Butler,DAL,WR,74,2018
Andrew Hawkins,NE,WR,74,2018
Zach Zenner,DET,HB,74,2018
Jaye Howard,CHI,RE,76,2018
Benson Mayowa,DAL,RE,74,2018
Al Woods,IND,DT,74,2018
Kevin White,CHI,WR,72,2018
Josh Jones,GB,FS,74,2018
Kenny Golladay,DET,WR,74,2018
Adoree' Jackson,TEN,CB,74,2018
Riley Dixon,DEN,P,74,2018
Vladimir Ducasse,BUF,RG,72,2018
Tony McDaniel,NO,DT,73,2018
Cody Riggs,TB,CB,71,2018
Kyle Wilber,DAL,LOLB,73,2018
Damien Wilson,DAL,LOLB,73,2018
Harry Douglas,TEN,WR,73,2018
Matt Tobin,PHI,RG,73,2018
Laquon Treadwell,MIN,WR,73,2018
Wallace Gilberry,CIN,RE,70,2018
Chris Clark,HOU,RT,72,2018
Jeff Cumberland,LAC,TE,72,2018
Frostee Rucker,ARI,RE,72,2018
Taiwan Jones,OAK,HB,72,2018
Jordan Mills,BUF,RT,72,2018
K'Waun Williams,SF,CB,74,2018
Brandon Coleman,NO,WR,72,2018
Tyeler Davison,NO,DT,72,2018
Wes Horton,CAR,RE,72,2018
Emmanuel Lamur,MIN,ROLB,72,2018
Bradley Roby,DEN,CB,77,2018
Chad Williams,ARI,WR,72,2018
Jordan Leggett,NYJ,TE,72,2018
Daniel Kilgore,SF,C,71,2018
Shawn Lauvao,WAS,LG,71,2018
Stefan Charles,JAX,DT,71,2018
Bryce Callahan,CHI,CB,76,2018
Dwayne Harris,NYG,WR,71,2018
Za'Darius Smith,BAL,ROLB,71,2018
Dalvin Tomlinson,NYG,DT,71,2018
Corbin Bryant,NYG,DT,71,2018
James Conner,PIT,HB,71,2018
Ryan Davis,BUF,RE,71,2018
Phillip Gaines,KC,CB,71,2018
Jeremy McNichols,TB,HB,71,2018
Tyus Bowser,BAL,LOLB,71,2018
Ray-Ray Armstrong,SF,LOLB,73,2018
Tim Williams,BAL,ROLB,71,2018
Duke Riley,ATL,ROLB,71,2018
Ed Dickson,CAR,TE,70,2018
Justin Ellis,OAK,DT,70,2018
Anthony Levine Sr,BAL,SS,70,2018
Lucky Whitehead,DAL,WR,70,2018
Neville Hewitt,MIA,ROLB,70,2018
Jordan Poyer,BUF,FS,70,2018
Marcus Sherels,MIN,CB,70,2018
Jalen Mills,PHI,CB,70,2018
Romeo Okwara,NYG,LE,70,2018
Bruce Ellington,SF,WR,71,2018
Caleb Brantley,CLE,DT,70,2018
Tyler Higbee,LAR,TE,70,2018
Daniel McCullers,PIT,DT,69,2018
Tommy Bohanon,JAX,FB,69,2018
Brent Qvale,NYJ,RT,69,2018
Parker Ehinger,KC,LG,69,2018
Tyler Patmon,JAX,CB,69,2018
Jake Fisher,CIN,LT,70,2018
Leonte Carroo,MIA,WR,69,2018
Tanoh Kpassagnon,KC,LE,69,2018
Cameron Sutton,PIT,CB,69,2018
Darian Thompson,NYG,FS,69,2018
Cyrus Jones,NE,CB,69,2018
Kenjon Barner,LAC,HB,69,2018
LaAdrian Waddle,NE,LT,68,2018
Tenny Palepoi,LAC,RE,68,2018
Tyler Kroft,CIN,TE,69,2018
Montae Nicholson,WAS,SS,68,2018
Jehu Chesson,KC,WR,68,2018
T.J. Green,IND,FS,68,2018
Rodney Adams,MIN,WR,68,2018
Seth DeValve,CLE,TE,68,2018
De'Angelo Henderson,DEN,HB,68,2018
Colt McCoy,WAS,QB,67,2018
Mark Sanchez,CHI,QB,67,2018
Kellen Moore,DAL,QB,67,2018
Ego Ferguson,DET,RE,67,2018
D.J. Reader,HOU,DT,67,2018
Chester Rogers,IND,WR,67,2018
Tanner McEvoy,SEA,WR,67,2018
LaRoy Reynolds,ATL,MLB,67,2018
Justin McCray,GB,RG,67,2018
Conor McDermott,NE,RT,67,2018
James Stone,TB,C,71,2018
Miles Killebrew,DET,SS,67,2018
Rudy Ford,ARI,SS,67,2018
Zack Sanchez,CAR,CB,67,2018
Colin Jeter,IND,TE,67,2018
De'Ondre Wesley,BAL,RT,67,2018
Najee Goode,PHI,LOLB,66,2018
Seantrel Henderson,BUF,RT,71,2018
Chris Banjo,NO,SS,66,2018
Rod Streater,BUF,WR,71,2018
Keshawn Martin,DET,WR,66,2018
Mack Brown,WAS,HB,66,2018
DeAngelo Brown,TEN,DT,66,2018
Zach Sterup,CLE,LT,66,2018
Avery Moss,NYG,RE,66,2018
Travis Rudolph,NYG,WR,66,2018
Nick Kwiatkoski,CHI,MLB,75,2018
Denico Autry,OAK,RE,65,2018
Sam Acho,CHI,ROLB,74,2018
Rodney Gunter,ARI,RE,65,2018
Colin Jones,CAR,FS,65,2018
Marquez White,DAL,CB,65,2018
K.J. Dillon,HOU,SS,65,2018
Larry Webster III,CAR,LE,65,2018
Woodrow Hamilton,NE,DT,65,2018
Elijah Hood,OAK,HB,65,2018
Ifeadi Odenigbo,MIN,RE,65,2018
Tarik Cohen,CHI,HB,72,2018
Emmett Cleary,DAL,LT,65,2018
De'Veon Smith,MIA,HB,65,2018
Dan Skuta,CHI,LOLB,74,2018
Blake Countess,LAR,CB,65,2018
Joe Webb,CAR,QB,64,2018
Josh Harvey-Clemons,WAS,MLB,64,2018
Pharoh Cooper,LAR,WR,64,2018
Joey Ivie IV,DAL,DT,64,2018
Bradley Marquez,LAR,WR,64,2018
Trevor Davis,GB,WR,64,2018
Maurice Canady,BAL,CB,64,2018
Adairius Barnes,DET,CB,64,2018
Justin Davis,LAR,HB,64,2018
Todd Davis,DEN,MLB,76,2018
Pat O'Connor,DET,LE,64,2018
Aaron Wallace,TEN,LOLB,64,2018
Stephen Weatherly,MIN,RE,64,2018
Terrence Magee,CLE,HB,64,2018
Jeremy Vujnovich,IND,RT,64,2018
J.D. McKissic,SEA,HB,63,2018
Patrick Lewis,BUF,C,70,2018
Tanzel Smart,LAR,DT,63,2018
Maurice Harris,WAS,WR,63,2018
Deiontrez Mount,IND,LOLB,63,2018
Marcus Rush,KC,ROLB,63,2018
Sam McCaskill,MIN,LE,63,2018
Brandon Tate,BUF,WR,69,2018
Chris Pantale,MIA,TE,63,2018
Richard Ash,DAL,DT,63,2018
Brandon King,NE,FS,62,2018
Martrell Spaight,WAS,MLB,62,2018
Daren Bates,TEN,MLB,62,2018
Marqui Christian,LAR,CB,62,2018
Devin Fuller,ATL,WR,62,2018
Tyreek Burwell,LAC,LT,62,2018
Chris Conte,TB,SS,71,2018
Tyrell Adams,OAK,LOLB,62,2018
Darius Kilgo,NE,DT,62,2018
Taquan Mizzell,BAL,HB,62,2018
LaTroy Lewis,OAK,LOLB,62,2018
Lafayette Pitts,MIA,CB,62,2018
Keon Hatcher,OAK,WR,62,2018
Quincy Adeboyejo,BAL,WR,62,2018
Tashawn Bower,MIN,LE,62,2018
Dee Virgin,HOU,CB,62,2018
Seantavius Jones,KC,WR,61,2018
Sealver Siliga,TB,DT,70,2018
Josh Ferguson,IND,HB,61,2018
Sharrod Neasman,ATL,SS,61,2018
R.J. Shelton,MIN,WR,61,2018
Alex Tanney,TEN,QB,61,2018
Arthur Maulet,NO,CB,61,2018
Anthony Lanier II,WAS,LE,61,2018
Denzel Johnson,TEN,SS,61,2018
C.J. Uzomah,CIN,TE,69,2018
Charles James II,BUF,CB,70,2018
KeiVarae Russell,CIN,CB,69,2018
Johnny Maxey,PIT,DT,61,2018
Dalton Crossan,IND,HB,61,2018
Robertson Daniel,BAL,CB,61,2018
Darius Hillary,CLE,CB,61,2018
Mike Bercovici,LAC,QB,61,2018
Lavon Hooks,PIT,LE,60,2018
A.J. Hendy,MIA,SS,60,2018
Isaiah Johnson,LAR,SS,60,2018
Cornelius Edison,ATL,C,60,2018
Joe Banyard,BUF,HB,69,2018
Najee Harris,OAK,MLB,60,2018
Tyvis Powell,IND,SS,60,2018
Ishmael Zamora,OAK,WR,60,2018
Bene Benwikere,CIN,CB,69,2018
Kevin Pamphile,TB,LG,70,2018
Damarius Travis,NE,SS,59,2018
Chase Farris,NE,RG,59,2018
Avery Young,MIA,LT,59,2018
Alek Torgersen,ATL,QB,58,2018
Taylor Reynolds,ATL,CB,58,2018
Kenneth Farrow,LAC,HB,57,2018
Mason Schreck,CIN,TE,68,2018
Edmond Robinson,MIN,LOLB,56,2018
L.P. LaDouceur,DAL,TE,48,2018
Mike Windt,LAC,TE,47,2018
Jake McQuaide,LAR,TE,44,2018
Julio Jones,ATL,WR,98,2018
David Bakhtiari,GB,LT,91,2018
Donald Penn,OAK,LT,89,2018
Janoris Jenkins,NYG,CB,89,2018
Keith Towbridge,BUF,TE,68,2018
Kendell Beckwith,TB,MLB,69,2018
Taylor Lewan,TEN,LT,88,2018
Demaryius Thomas,DEN,WR,87,2018
Allen Robinson,JAX,WR,87,2018
Golden Tate III,DET,WR,87,2018
Domata Peko,DEN,DT,74,2018
Terence Newman,MIN,CB,85,2018
Max Unger,NO,C,84,2018
Michael Ola,BUF,RG,67,2018
Marvin Jones Jr,DET,WR,84,2018
Maurice Alexander,LAR,SS,84,2018
Terrelle Pryor Sr,WAS,WR,83,2018
Justin Simmons,DEN,FS,72,2018
Rishard Matthews,TEN,WR,82,2018
Theo Riddick,DET,HB,82,2018
Tyrod Taylor,BUF,QB,82,2018
Hunter Henry,LAC,TE,82,2018
Cameron Heyward,PIT,LE,81,2018
Sheldon Richardson,NYJ,ROLB,81,2018
Jared Crick,DEN,RE,71,2018
Clayton Geathers,IND,SS,81,2018
James Bradberry,CAR,CB,81,2018
Nevin Lawson,DET,CB,80,2018
Marcus Cooper,CHI,CB,73,2018
Jatavis Brown,LAC,LOLB,80,2018
Kevin Johnson,HOU,CB,80,2018
John Kuhn,NO,FB,80,2018
Jack Doyle,IND,TE,79,2018
Jabaal Sheard,IND,LOLB,79,2018
Zach Kerr,DEN,LE,71,2018
Bradley McDougald,SEA,FS,78,2018
Andre Branch,MIA,LE,78,2018
Ryan Ramczyk,NO,RT,78,2018
Yannick Ngakoue,JAX,LE,77,2018
Jahri Evans,GB,RG,76,2018
Karlos Dansby,ARI,MLB,76,2018
Buster Skrine,NYJ,CB,76,2018
Tajae Sharpe,TEN,WR,76,2018
Damien Williams,MIA,HB,76,2018
Deshaun Watson,HOU,QB,76,2018
Chidobe Awuzie,DAL,CB,76,2018
Jason Croom,BUF,TE,66,2018
Bashaud Breeland,WAS,CB,75,2018
Duke Ihenacho,NYG,SS,75,2018
Kemal Ishmael,ATL,SS,75,2018
Antoine Bethea,ARI,SS,75,2018
Sio Moore,HOU,MLB,75,2018
Cody Kessler,CLE,QB,75,2018
Bud Dupree,PIT,LOLB,75,2018
Ethan Pocic,SEA,RT,75,2018
Marlon Humphrey,BAL,CB,75,2018
Josh Hill,NO,TE,74,2018
Daryl Worley,CAR,CB,74,2018
Darrel Young,CAR,FB,74,2018
Jaron Brown,ARI,WR,74,2018
Budda Baker,ARI,FS,74,2018
Cooper Kupp,LAR,WR,74,2018
Jonnu Smith,TEN,TE,74,2018
Mike Remmers,MIN,RT,73,2018
Earl Mitchell,SF,DT,72,2018
Javon Hargrave,PIT,DT,73,2018
Justin Coleman,NE,CB,73,2018
Mackensie Alexander,MIN,CB,73,2018
Ryan Anderson,WAS,LOLB,73,2018
Wayne Gallman,NYG,HB,73,2018
Charles Harris,MIA,RE,73,2018
Ryan Fitzpatrick,TB,QB,69,2018
Walter Powell,BUF,WR,66,2018
Cody Core,CIN,WR,68,2018
Darryl Tapp,NO,RE,72,2018
Stephone Anthony,NO,LOLB,72,2018
Robert McClain,TB,CB,69,2018
Marcus Smith II,PHI,RE,72,2018
Javorius Allen,BAL,HB,72,2018
Marlon Mack,IND,HB,72,2018
David Onyemata,NO,DT,72,2018
Briean Boddy-Calhoun,CLE,CB,71,2018
Kamalei Correa,BAL,MLB,71,2018
Carl Nassib,CLE,RE,71,2018
Quinton Dunbar,WAS,CB,71,2018
Luke Stocker,TB,TE,68,2018
Jeremy Sprinkle,WAS,TE,71,2018
Tim Barnes,SF,C,71,2018
Alex Lewis,BAL,LG,70,2018
Daryl Williams,CAR,RT,70,2018
Corey Moore,HOU,FS,70,2018
Joey Hunt,SEA,C,70,2018
Austin Johnson,TEN,DT,70,2018
Wendell Smallwood,PHI,HB,70,2018
Corey Robinson,DET,LT,70,2018
Sean Harlow,ATL,LG,70,2018
Graham Glasgow,DET,LG,69,2018
Javien Elliott,TB,CB,68,2018
Mack Hollins,PHI,WR,69,2018
Jared Abbrederis,DET,WR,69,2018
DeMarcus Walker,DEN,LE,70,2018
Willie Beavers,MIN,RG,69,2018
Sheldon Day,JAX,DT,69,2018
Christian Jones,CHI,LOLB,73,2018
Elijah Qualls,PHI,DT,69,2018
T.J. Logan,ARI,HB,69,2018
Charles Tapper,DAL,LE,69,2018
Brandon Weeden,HOU,QB,68,2018
Terron Ward,ATL,HB,68,2018
Josh Malone,CIN,WR,68,2018
Chris Matthews,BAL,WR,68,2018
LeShaun Sims,TEN,CB,68,2018
Evan Boehm,ARI,LG,68,2018
Don Barclay,GB,RG,67,2018
Josh Evans,WAS,SS,67,2018
Michael Bowie,NYG,LT,67,2018
Dadi Nicolas,KC,LOLB,67,2018
Deshazor Everett,WAS,FS,67,2018
Dashaun Phillips,WAS,CB,67,2018
Lonnie Ballentine,HOU,FS,67,2018
Corey Levin,TEN,RG,67,2018
Rico Gathers,DAL,TE,67,2018
Isaiah Ford,MIA,WR,67,2018
Blake Jarwin,DAL,TE,67,2018
Nate Palmer,TEN,MLB,66,2018
Cory James,OAK,MLB,66,2018
Harold Jones-Quartey,CHI,SS,72,2018
Troy Hill,LAR,CB,66,2018
Ricardo Louis,CLE,WR,66,2018
Cethan Carter,CIN,TE,67,2018
Jerald Hawkins,PIT,LG,66,2018
Darrell Williams,LAR,RT,66,2018
Kenny Lawler,SEA,WR,66,2018
Darius Philon,LAC,LE,66,2018
Sam Tevi,LAC,RT,66,2018
Matt LaCosse,NYG,TE,66,2018
Trevor Williams,LAC,CB,66,2018
Malachi Dupre,GB,WR,66,2018
Eddie Jackson,CHI,SS,71,2018
Joel Heath,HOU,LE,65,2018
Jeff Driskel,CIN,QB,65,2018
Chris Moore,BAL,WR,65,2018
Davon Godchaux,MIA,DT,65,2018
B.J. Goodson,NYG,MLB,65,2018
Demarcus Robinson,KC,WR,65,2018
Fahn Cooper,IND,LT,64,2018
Kaleb Eulls,LAC,DT,64,2018
Justin Senior,SEA,LT,64,2018
T.J. Johnson,CIN,C,67,2018
Wes Schweitzer,ATL,RG,64,2018
Josh Carraway,TEN,ROLB,64,2018
Andy Jones,DAL,WR,64,2018
Casey Sayles,LAR,DT,64,2018
Dayon Pratt,HOU,LOLB,64,2018
Mike Hull,MIA,MLB,63,2018
Shalom Luani,OAK,SS,63,2018
Rod Smith,DAL,HB,63,2018
Erik Harris,NO,SS,63,2018
Jake Rudock,DET,QB,63,2018
Devin Lucien,NE,WR,63,2018
Jonathan Woodard,JAX,RE,63,2018
Alan Cross,TB,FB,68,2018
Zac Kerin,MIN,LG,62,2018
Joe Callahan,GB,QB,62,2018
Avery Gennesy,JAX,RG,62,2018
Josh Keyes,ATL,ROLB,62,2018
Denzel Rice,HOU,CB,62,2018
Steve Longa,DET,ROLB,62,2018
Alex Balducci,NYJ,RG,62,2018
Herb Waters,GB,CB,62,2018
Temarrick Hemingway,LAR,TE,62,2018
Spencer Pulley,LAC,RG,62,2018
Kyle Friend,PIT,C,62,2018
Jaquiski Tartt,SF,SS,72,2018
Sean Mannion,LAR,QB,61,2018
Austin Johnson,TB,FB,68,2018
Ufomba Kamalu,HOU,LE,61,2018
Al-Hajj Shabazz,BAL,CB,61,2018
Trey Caldwell,CLE,FS,61,2018
Keith Reaser,SF,CB,71,2018
Jordan Williams,NYG,DT,60,2018
Patrick Onwuasor,BAL,MLB,60,2018
James Burgess,CLE,LOLB,60,2018
Jermaine Whitehead,GB,FS,59,2018
