firstName,lastName,Team,Position,college,age,overallRating,birthdate,height,weight,handedness,jerseyNum,yearsPro,Archetype,stats/acceleration/value,stats/acceleration/diff,stats/agility/value,stats/agility/diff,stats/jumping/value,stats/jumping/diff,stats/stamina/value,stats/stamina/diff,stats/strength/value,stats/strength/diff,stats/awareness/value,stats/awareness/diff,stats/bCVision/value,stats/bCVision/diff,stats/blockShedding/value,stats/blockShedding/diff,stats/breakSack/value,stats/breakSack/diff,stats/breakTackle/value,stats/breakTackle/diff,stats/carrying/value,stats/carrying/diff,stats/catchInTraffic/value,stats/catchInTraffic/diff,stats/catching/value,stats/catching/diff,stats/changeOfDirection/value,stats/changeOfDirection/diff,stats/deepRouteRunning/value,stats/deepRouteRunning/diff,stats/finesseMoves/value,stats/finesseMoves/diff,stats/hitPower/value,stats/hitPower/diff,stats/impactBlocking/value,stats/impactBlocking/diff,stats/injury/value,stats/injury/diff,stats/jukeMove/value,stats/jukeMove/diff,stats/kickAccuracy/value,stats/kickAccuracy/diff,stats/kickPower/value,stats/kickPower/diff,stats/kickReturn/value,stats/kickReturn/diff,stats/leadBlock/value,stats/leadBlock/diff,stats/manCoverage/value,stats/manCoverage/diff,stats/mediumRouteRunning/value,stats/mediumRouteRunning/diff,stats/overall/value,stats/overall/diff,stats/passBlock/value,stats/passBlock/diff,stats/passBlockFinesse/value,stats/passBlockFinesse/diff,stats/passBlockPower/value,stats/passBlockPower/diff,stats/playAction/value,stats/playAction/diff,stats/playRecognition/value,stats/playRecognition/diff,stats/powerMoves/value,stats/powerMoves/diff,stats/press/value,stats/press/diff,stats/pursuit/value,stats/pursuit/diff,stats/release/value,stats/release/diff,stats/runBlock/value,stats/runBlock/diff,stats/runBlockFinesse/value,stats/runBlockFinesse/diff,stats/runBlockPower/value,stats/runBlockPower/diff,stats/runningStyle/value,stats/runningStyle/diff,stats/shortRouteRunning/value,stats/shortRouteRunning/diff,stats/spectacularCatch/value,stats/spectacularCatch/diff,stats/speed/value,stats/speed/diff,stats/spinMove/value,stats/spinMove/diff,stats/stiffArm/value,stats/stiffArm/diff,stats/tackle/value,stats/tackle/diff,stats/throwAccuracyDeep/value,stats/throwAccuracyDeep/diff,stats/throwAccuracyMid/value,stats/throwAccuracyMid/diff,stats/throwAccuracyShort/value,stats/throwAccuracyShort/diff,stats/throwOnTheRun/value,stats/throwOnTheRun/diff,stats/throwPower/value,stats/throwPower/diff,stats/throwUnderPressure/value,stats/throwUnderPressure/diff,stats/toughness/value,stats/toughness/diff,stats/trucking/value,stats/trucking/diff,stats/zoneCoverage/value,stats/zoneCoverage/diff
Carlos,Watkins,Tennessee Titans,DT,Clemson,31,69,12/5/93,75,305,1,96,8,,71,0,66,0,70,0,76,0,86,0,72,0,38,0,71,0,12,0,15,0,44,0,38,0,50,0,50,0,9,0,70,0,78,0,84,0,90,0,28,0,15,0,15,0,10,0,12,0,24,0,13,0,69,0,45,0,45,0,45,0,6,0,69,0,62,0,24,0,75,0,16,0,45,0,45,0,45,0,Long Stride Loose,0,20,0,41,0,75,0,22,0,37,0,81,0,6,0,6,0,6,0,6,0,16,0,14,0,86,0,38,0,32,0
Casey,Toohill,Houston Texans,RE,Stanford,29,69,8/22/96,77,254,1,94,5,Smaller Speed Rusher - DE,88,0,81,0,89,0,77,0,75,0,58,0,26,0,74,0,12,0,16,0,43,0,33,0,50,0,71,0,3,0,72,0,77,0,77,0,89,0,31,0,14,0,17,0,10,0,12,0,33,0,6,0,69,0,45,0,45,0,45,0,6,0,59,0,66,0,21,0,78,0,15,0,45,0,45,0,45,0,Long Stride Loose,0,13,0,32,0,85,0,24,0,28,0,80,0,6,0,6,0,6,0,6,0,18,0,11,0,85,0,31,0,49,0
Cedric,Gray,Tennessee Titans,MLB,North Carolina,22,69,10/30/02,74,234,1,51,1,Pass Coverage - MLB,91,0,77,0,85,0,85,0,69,0,66,0,57,0,67,0,23,0,54,0,60,0,62,0,70,0,74,0,15,0,67,0,80,0,70,0,95,0,64,0,14,0,15,0,45,0,34,0,67,0,21,0,69,0,25,0,23,0,24,0,16,0,65,0,59,0,66,0,81,0,18,0,28,0,27,0,23,0,Default Stride Loose,0,21,0,65,0,84,0,56,0,53,0,77,0,14,0,19,0,17,0,24,0,14,0,15,0,90,0,52,0,71,0
Channing,Tindall,Miami Dolphins,ROLB,Georgia,25,69,3/28/00,74,232,1,41,3,Run Stopper - OLB,94,0,75,0,95,0,80,0,69,0,64,0,50,0,65,0,15,0,32,0,55,0,42,0,49,0,81,0,15,0,54,0,86,0,77,0,89,0,61,0,17,0,19,0,30,0,21,0,57,0,20,0,69,0,45,0,45,0,45,0,15,0,60,0,59,0,46,0,87,0,19,0,45,0,45,0,45,0,Default Stride Loose,0,25,0,45,0,91,0,55,0,55,0,82,0,9,0,10,0,15,0,15,0,29,0,10,0,83,0,49,0,53,0
Charles,Snowden,Las Vegas Raiders,LE,Virginia,27,69,3/27/98,79,240,1,49,4,Smaller Speed Rusher - DE,86,0,83,0,82,0,81,0,69,0,62,0,55,0,70,0,12,0,47,0,56,0,59,0,64,0,72,0,33,0,72,0,68,0,81,0,85,0,63,0,14,0,19,0,10,0,20,0,48,0,36,0,69,0,45,0,45,0,45,0,6,0,66,0,67,0,35,0,79,0,47,0,45,0,45,0,45,0,Long Stride Default,0,40,0,60,0,83,0,58,0,53,0,78,0,6,0,6,0,6,0,6,0,25,0,12,0,75,0,54,0,54,0
Chris,Smith,Detroit Lions,DT,Notre Dame,25,69,12/15/99,73,316,1,90,2,,74,0,75,0,76,0,74,0,92,0,54,0,35,0,74,0,12,0,23,0,28,0,20,0,34,0,61,0,5,0,58,0,79,0,82,0,88,0,25,0,26,0,30,0,10,0,35,0,19,0,5,0,69,0,45,0,45,0,45,0,6,0,54,0,72,0,15,0,76,0,15,0,45,0,45,0,45,0,Long Stride Loose,0,10,0,18,0,70,0,20,0,49,0,83,0,6,0,6,0,6,0,6,0,16,0,18,0,82,0,56,0,27,0
Cody,Simon,Arizona Cardinals,MLB,Ohio State,23,69,4/1/02,74,232,1,50,0,Field General - MLB,93,0,77,0,81,0,87,0,73,0,71,0,53,0,67,0,22,0,38,0,61,0,56,0,64,0,74,0,25,0,58,0,79,0,71,0,88,0,56,0,21,0,23,0,10,0,25,0,57,0,28,0,69,0,45,0,45,0,45,0,6,0,69,0,56,0,46,0,81,0,31,0,45,0,45,0,45,0,Default Stride Loose,0,33,0,58,0,87,0,51,0,47,0,80,0,6,0,6,0,6,0,6,0,23,0,12,0,88,0,43,0,63,0
Cody,Ford,Cincinnati Bengals,RG,Oklahoma,28,69,12/28/96,75,345,1,61,6,Power - G,66,0,55,0,71,0,83,0,87,0,70,0,10,0,14,0,12,0,8,0,36,0,15,0,23,0,52,0,5,0,10,0,20,0,81,0,84,0,10,0,12,0,14,0,10,0,82,0,16,0,5,0,69,0,71,0,68,0,73,0,6,0,24,0,10,0,10,0,23,0,15,0,72,0,71,0,74,0,Default Stride Awkward,0,15,0,15,0,67,0,10,0,10,0,14,0,6,0,6,0,6,0,6,0,16,0,7,0,88,0,10,0,12,0
Collin,Johnson,Las Vegas Raiders,WR,Texas,27,69,9/23/97,78,220,1,17,5,Physical - WR,89,0,83,0,90,0,85,0,70,0,72,0,76,0,29,0,25,0,71,0,73,0,82,0,83,0,79,0,65,0,10,0,32,0,58,0,86,0,76,0,15,0,19,0,45,0,39,0,15,0,69,0,69,0,40,0,27,0,30,0,6,0,13,0,10,0,20,0,30,0,71,0,59,0,30,0,38,0,Long Stride Default,0,70,0,84,0,86,0,71,0,70,0,31,0,6,0,10,0,15,0,10,0,25,0,18,0,83,0,64,0,18,0
Daniel,Jones,Indianapolis Colts,QB,Duke,28,69,5/27/97,77,230,1,17,6,Scrambler - QB,87,0,83,0,80,0,83,0,67,0,59,0,89,0,22,0,71,0,71,0,56,0,26,0,38,0,75,0,12,0,10,0,14,0,24,0,83,0,70,0,50,0,60,0,10,0,23,0,13,0,13,0,69,0,15,0,15,0,18,0,81,0,19,0,10,0,10,0,31,0,11,0,15,0,12,0,17,0,Default Stride High and Tight,0,14,0,41,0,87,0,54,0,45,0,24,0,78,0,82,0,85,0,82,0,87,0,78,0,94,0,55,0,18,0
Darius,Rush,Kansas City Chiefs,CB,South Carolina,25,69,2/22/00,74,198,1,46,2,Manto Man - CB,93,0,85,0,84,0,89,0,53,0,60,0,71,0,46,0,41,0,66,0,63,0,67,0,72,0,81,0,46,0,45,0,68,0,51,0,91,0,72,0,15,0,20,0,72,0,25,0,70,0,49,0,69,0,25,0,25,0,25,0,41,0,60,0,40,0,77,0,69,0,55,0,35,0,35,0,35,0,Long Stride Loose,0,52,0,71,0,93,0,66,0,45,0,49,0,38,0,41,0,43,0,52,0,50,0,31,0,80,0,48,0,69,0
David,Walker,Tampa Bay Buccaneers,LE,Central Arkansas,25,69,6/3/00,73,263,1,51,0,Power Rusher - DE,85,0,79,0,84,0,85,0,78,0,71,0,55,0,71,0,22,0,42,0,58,0,53,0,60,0,70,0,23,0,65,0,79,0,75,0,89,0,59,0,20,0,24,0,10,0,27,0,56,0,26,0,69,0,45,0,45,0,45,0,6,0,69,0,72,0,44,0,81,0,28,0,45,0,45,0,45,0,Default Stride Loose,0,30,0,55,0,83,0,53,0,49,0,75,0,6,0,6,0,6,0,6,0,25,0,12,0,89,0,46,0,62,0
David,Long Jr,Indianapolis Colts,CB,Michigan,27,69,2/6/98,71,196,1,34,6,Manto Man - CB,91,0,92,0,92,0,90,0,61,0,60,0,73,0,48,0,15,0,67,0,65,0,56,0,68,0,90,0,22,0,32,0,50,0,53,0,90,0,76,0,25,0,25,0,45,0,15,0,71,0,28,0,69,0,35,0,35,0,35,0,6,0,56,0,25,0,76,0,71,0,21,0,35,0,35,0,35,0,Default Stride Loose,0,35,0,62,0,90,0,71,0,26,0,52,0,6,0,6,0,6,0,6,0,22,0,11,0,82,0,25,0,73,0
David,Bell,Cleveland Browns,WR,Purdue,24,69,12/14/00,73,212,1,18,3,Slot - WR,90,0,79,0,85,0,87,0,68,0,76,0,78,0,24,0,20,0,76,0,79,0,81,0,85,0,76,0,66,0,11,0,20,0,40,0,90,0,74,0,22,0,23,0,33,0,27,0,14,0,71,0,69,0,27,0,16,0,18,0,6,0,15,0,11,0,13,0,32,0,74,0,41,0,24,0,15,0,Long Stride Loose,0,73,0,82,0,86,0,66,0,55,0,21,0,15,0,15,0,20,0,15,0,25,0,16,0,83,0,57,0,19,0
Decamerion,Richardson,Las Vegas Raiders,CB,Mississippi St.,24,69,3/16/01,74,195,1,25,1,Slot - CB,92,0,85,0,84,0,87,0,52,0,57,0,65,0,52,0,10,0,62,0,52,0,47,0,55,0,86,0,26,0,33,0,62,0,51,0,90,0,71,0,12,0,11,0,59,0,14,0,66,0,31,0,69,0,31,0,22,0,23,0,13,0,55,0,26,0,75,0,75,0,33,0,35,0,25,0,24,0,Default Stride Loose,0,36,0,50,0,94,0,69,0,34,0,77,0,15,0,22,0,23,0,16,0,24,0,15,0,88,0,35,0,70,0
Dee,Eskridge,Miami Dolphins,WR,W. Michigan,28,69,3/23/97,69,190,1,82,4,,93,0,86,0,84,0,81,0,58,0,64,0,82,0,43,0,13,0,71,0,71,0,76,0,78,0,85,0,71,0,19,0,34,0,39,0,78,0,81,0,13,0,19,0,83,0,20,0,22,0,68,0,69,0,31,0,22,0,17,0,6,0,24,0,13,0,28,0,47,0,71,0,43,0,38,0,29,0,Short Stride Loose,0,68,0,79,0,92,0,75,0,49,0,40,0,6,0,10,0,15,0,10,0,22,0,15,0,76,0,31,0,29,0
DeMarcco,Hellams,Atlanta Falcons,FS,Alabama,25,69,6/5/00,73,213,1,23,2,Run Support - S,92,0,76,0,76,0,87,0,70,0,69,0,74,0,63,0,42,0,67,0,68,0,65,0,71,0,74,0,47,0,49,0,84,0,64,0,92,0,73,0,15,0,25,0,67,0,35,0,65,0,49,0,69,0,35,0,35,0,35,0,21,0,67,0,45,0,71,0,75,0,52,0,35,0,35,0,35,0,Default Stride Loose,0,55,0,71,0,87,0,64,0,52,0,75,0,25,0,31,0,35,0,38,0,38,0,23,0,85,0,52,0,66,0
Demetric,Felton Jr,Washington Commanders,HB,UCLA,27,69,7/16/98,69,190,1,25,4,Elusive Back - HB,89,0,87,0,79,0,85,0,60,0,66,0,75,0,36,0,29,0,73,0,89,0,61,0,70,0,84,0,60,0,18,0,36,0,40,0,89,0,81,0,10,0,16,0,77,0,38,0,19,0,66,0,69,0,46,0,29,0,31,0,21,0,24,0,13,0,21,0,42,0,68,0,39,0,31,0,27,0,Default,0,70,0,61,0,88,0,77,0,67,0,40,0,21,0,31,0,37,0,31,0,38,0,27,0,83,0,54,0,26,0
Deone,Walker,Buffalo Bills,DT,Kentucky,21,69,3/11/04,80,328,1,96,0,,73,0,70,0,64,0,88,0,82,0,72,0,32,0,79,0,20,0,24,0,42,0,18,0,30,0,62,0,12,0,73,0,81,0,77,0,85,0,31,0,18,0,18,0,24,0,23,0,17,0,14,0,69,0,45,0,45,0,45,0,14,0,71,0,76,0,14,0,71,0,16,0,45,0,45,0,45,0,Long Stride Loose,0,16,0,18,0,61,0,23,0,29,0,79,0,10,0,11,0,12,0,18,0,22,0,17,0,86,0,26,0,22,0
Dominique,Robinson,Chicago Bears,LE,Miami Univ.,27,69,7/2/98,77,253,1,90,3,Smaller Speed Rusher - DE,87,0,76,0,91,0,76,0,79,0,64,0,54,0,72,0,47,0,46,0,61,0,59,0,65,0,72,0,37,0,73,0,81,0,79,0,89,0,52,0,12,0,16,0,10,0,28,0,32,0,41,0,69,0,45,0,45,0,45,0,41,0,64,0,62,0,30,0,81,0,42,0,45,0,45,0,45,0,Long Stride Default,0,43,0,57,0,80,0,43,0,43,0,78,0,42,0,50,0,55,0,52,0,62,0,39,0,80,0,50,0,45,0
Elijah,Roberts,Tampa Bay Buccaneers,DT,SMU,23,69,12/24/01,76,285,1,95,0,,83,0,76,0,77,0,77,0,83,0,67,0,32,0,76,0,23,0,26,0,40,0,18,0,28,0,57,0,7,0,71,0,76,0,84,0,89,0,31,0,25,0,27,0,31,0,28,0,29,0,8,0,69,0,45,0,45,0,45,0,18,0,66,0,75,0,24,0,72,0,15,0,45,0,45,0,45,0,Long Stride Loose,0,15,0,18,0,80,0,29,0,36,0,76,0,21,0,12,0,13,0,9,0,22,0,15,0,92,0,26,0,37,0
Eyioma,Uwazurike,Denver Broncos,DT,Iowa State,27,69,5/6/98,78,320,1,96,3,,68,0,65,0,80,0,69,0,83,0,73,0,25,0,76,0,10,0,19,0,32,0,23,0,31,0,55,0,15,0,63,0,73,0,88,0,91,0,15,0,18,0,25,0,15,0,35,0,13,0,18,0,69,0,45,0,45,0,45,0,6,0,72,0,70,0,11,0,75,0,26,0,45,0,45,0,45,0,Long Stride Awkward,0,22,0,22,0,62,0,12,0,35,0,82,0,6,0,6,0,6,0,6,0,19,0,8,0,92,0,45,0,14,0
Grant,Calcaterra,Philadelphia Eagles,TE,SMU,26,69,12/4/98,76,240,1,81,3,Vertical Threat - TE,89,0,80,0,80,0,86,0,72,0,73,0,72,0,23,0,17,0,58,0,75,0,72,0,83,0,77,0,60,0,10,0,22,0,57,0,79,0,66,0,13,0,18,0,10,0,57,0,12,0,63,0,69,0,58,0,58,0,55,0,6,0,22,0,10,0,15,0,23,0,66,0,57,0,55,0,53,0,Long Stride Default,0,68,0,75,0,85,0,62,0,61,0,30,0,6,0,10,0,15,0,10,0,25,0,13,0,84,0,64,0,15,0
Greg,Dulcich,NY Giants,TE,UCLA,25,69,3/26/00,76,245,1,89,3,Vertical Threat - TE,88,0,82,0,82,0,85,0,67,0,60,0,78,0,34,0,24,0,65,0,77,0,78,0,81,0,75,0,65,0,10,0,25,0,60,0,79,0,77,0,22,0,24,0,35,0,56,0,15,0,66,0,69,0,53,0,55,0,50,0,6,0,21,0,10,0,33,0,41,0,68,0,54,0,55,0,52,0,Long Stride Default,0,69,0,81,0,84,0,73,0,67,0,32,0,6,0,10,0,15,0,10,0,29,0,10,0,83,0,63,0,23,0
Harrison,Mevis,NY Jets,K,Missouri,23,69,3/27/02,72,241,1,45,1,Power - KP,77,0,67,0,62,0,82,0,44,0,50,0,21,0,15,0,41,0,19,0,29,0,10,0,31,0,51,0,10,0,10,0,20,0,10,0,90,0,27,0,74,0,96,0,10,0,10,0,10,0,10,0,69,0,15,0,10,0,10,0,25,0,10,0,10,0,10,0,26,0,11,0,20,0,10,0,10,0,Default Stride Awkward,0,10,0,10,0,70,0,19,0,29,0,25,0,22,0,28,0,30,0,28,0,28,0,20,0,73,0,28,0,9,0
Hassan,Haskins,Los Angeles Chargers,HB,Michigan,25,69,11/26/99,74,228,1,28,3,Power Back - HB,91,0,80,0,85,0,86,0,77,0,69,0,76,0,34,0,27,0,78,0,91,0,50,0,66,0,80,0,43,0,18,0,37,0,44,0,86,0,77,0,14,0,15,0,66,0,46,0,18,0,52,0,69,0,56,0,32,0,37,0,23,0,30,0,17,0,21,0,42,0,44,0,44,0,30,0,35,0,Default,0,58,0,51,0,89,0,71,0,77,0,41,0,15,0,20,0,25,0,25,0,35,0,24,0,84,0,82,0,26,0
Ian,Thomas,Las Vegas Raiders,TE,Indiana,29,69,6/6/96,76,260,1,80,7,Vertical Threat - TE,88,0,77,0,86,0,88,0,68,0,69,0,68,0,27,0,18,0,65,0,74,0,76,0,79,0,74,0,56,0,20,0,15,0,67,0,92,0,77,0,12,0,18,0,6,0,47,0,12,0,64,0,69,0,58,0,57,0,54,0,6,0,15,0,20,0,10,0,31,0,68,0,60,0,57,0,60,0,Long Stride Loose,0,69,0,75,0,82,0,56,0,70,0,31,0,19,0,22,0,27,0,14,0,31,0,13,0,85,0,68,0,14,0
Isaiah,Adams,Arizona Cardinals,RG,Illinois,25,69,7/21/00,77,320,1,74,1,Power - G,70,0,59,0,63,0,85,0,86,0,69,0,33,0,37,0,14,0,35,0,29,0,37,0,32,0,56,0,14,0,32,0,50,0,82,0,90,0,32,0,11,0,15,0,5,0,82,0,11,0,15,0,69,0,74,0,74,0,74,0,21,0,31,0,32,0,11,0,35,0,13,0,73,0,76,0,74,0,Default Stride Awkward,0,21,0,15,0,65,0,26,0,25,0,40,0,22,0,24,0,31,0,15,0,31,0,14,0,90,0,42,0,11,0
Isaiah,Davis,NY Jets,HB,S. Dakota St.,23,69,2/21/02,72,218,1,32,1,Elusive Back - HB,90,0,82,0,82,0,87,0,73,0,67,0,80,0,40,0,29,0,77,0,92,0,46,0,67,0,80,0,42,0,24,0,46,0,35,0,84,0,80,0,22,0,25,0,71,0,29,0,18,0,53,0,69,0,49,0,24,0,32,0,25,0,14,0,18,0,23,0,43,0,53,0,35,0,20,0,20,0,Default,0,64,0,48,0,87,0,74,0,77,0,40,0,19,0,23,0,32,0,31,0,49,0,28,0,81,0,74,0,26,0
Israel,Abanikanda,Green Bay Packers,HB,Pittsburgh,22,69,10/5/02,71,215,1,23,2,Elusive Back - HB,90,0,83,0,88,0,83,0,67,0,64,0,78,0,37,0,23,0,75,0,86,0,49,0,61,0,85,0,37,0,19,0,30,0,38,0,85,0,80,0,13,0,18,0,79,0,35,0,37,0,46,0,69,0,49,0,30,0,36,0,15,0,40,0,18,0,40,0,48,0,53,0,48,0,33,0,25,0,Default,0,52,0,46,0,92,0,76,0,62,0,43,0,10,0,15,0,20,0,16,0,24,0,14,0,82,0,61,0,45,0
Jack,Kiser,Jacksonville Jaguars,ROLB,Notre Dame,24,69,9/10/00,74,229,1,54,0,Run Stopper - OLB,88,0,78,0,83,0,87,0,70,0,69,0,48,0,66,0,35,0,42,0,67,0,44,0,55,0,75,0,15,0,59,0,80,0,71,0,88,0,46,0,18,0,22,0,10,0,26,0,57,0,18,0,69,0,45,0,45,0,45,0,19,0,68,0,57,0,45,0,83,0,22,0,45,0,45,0,45,0,Default Stride Loose,0,23,0,48,0,83,0,40,0,42,0,81,0,22,0,25,0,28,0,33,0,26,0,22,0,88,0,48,0,64,0
Jake,Bobo,Seattle Seahawks,WR,UCLA,27,69,8/4/98,76,207,1,19,2,Physical - WR,86,0,80,0,88,0,88,0,62,0,73,0,82,0,25,0,22,0,72,0,74,0,84,0,85,0,77,0,70,0,11,0,28,0,45,0,91,0,70,0,18,0,17,0,32,0,27,0,10,0,72,0,69,0,31,0,19,0,21,0,6,0,15,0,11,0,22,0,33,0,69,0,52,0,27,0,31,0,Long Stride Default,0,74,0,85,0,85,0,65,0,61,0,33,0,6,0,10,0,15,0,10,0,31,0,19,0,91,0,55,0,10,0
Jake,Moody,San Francisco 49ers,K,Michigan,25,69,11/23/99,73,210,1,4,2,Power - KP,64,0,59,0,66,0,85,0,51,0,51,0,16,0,21,0,17,0,15,0,40,0,12,0,33,0,51,0,7,0,10,0,30,0,16,0,91,0,21,0,72,0,97,0,10,0,10,0,12,0,8,0,69,0,15,0,10,0,10,0,16,0,10,0,10,0,10,0,32,0,12,0,15,0,10,0,10,0,Default Stride Awkward,0,10,0,15,0,65,0,25,0,11,0,29,0,26,0,32,0,34,0,19,0,35,0,17,0,60,0,15,0,15,0
Jamari,Thrash,Cleveland Browns,WR,Louisville,24,69,12/19/00,72,188,1,80,1,,93,0,84,0,84,0,81,0,56,0,62,0,79,0,29,0,23,0,71,0,73,0,76,0,82,0,84,0,71,0,10,0,22,0,38,0,83,0,79,0,20,0,20,0,35,0,24,0,18,0,72,0,69,0,27,0,17,0,20,0,17,0,14,0,10,0,15,0,31,0,70,0,44,0,29,0,22,0,Short Stride Default,0,74,0,79,0,90,0,73,0,42,0,28,0,13,0,18,0,20,0,19,0,28,0,17,0,85,0,43,0,23,0
James,Houston IV,Dallas Cowboys,LE,Jackson St.,26,69,11/16/98,73,248,1,53,3,Power Rusher - DE,91,0,70,0,92,0,76,0,72,0,66,0,42,0,69,0,22,0,29,0,35,0,29,0,32,0,67,0,5,0,69,0,84,0,80,0,91,0,45,0,15,0,17,0,10,0,20,0,27,0,5,0,69,0,45,0,45,0,45,0,10,0,63,0,76,0,31,0,83,0,15,0,45,0,45,0,45,0,Default Stride Loose,0,15,0,30,0,84,0,40,0,39,0,77,0,12,0,17,0,22,0,15,0,21,0,14,0,82,0,34,0,34,0
James,Burnip,New Orleans Saints,P,Alabama,24,69,2/20/01,78,235,1,46,0,Power - KP,69,0,61,0,62,0,83,0,54,0,51,0,10,0,14,0,16,0,10,0,23,0,10,0,27,0,50,0,10,0,11,0,27,0,20,0,87,0,10,0,75,0,91,0,10,0,14,0,10,0,10,0,69,0,14,0,11,0,13,0,16,0,19,0,11,0,10,0,27,0,12,0,13,0,15,0,16,0,Long Stride Awkward,0,10,0,12,0,71,0,10,0,10,0,28,0,27,0,26,0,28,0,21,0,33,0,17,0,78,0,10,0,10,0
Jared,Wilson,New England Patriots,C,Georgia,22,69,6/5/03,75,310,1,58,0,Agile - C,79,0,70,0,78,0,81,0,86,0,69,0,12,0,25,0,10,0,6,0,34,0,16,0,28,0,62,0,5,0,14,0,16,0,80,0,89,0,13,0,13,0,16,0,10,0,80,0,11,0,5,0,69,0,74,0,76,0,72,0,6,0,24,0,13,0,10,0,20,0,14,0,74,0,76,0,73,0,Default Stride Awkward,0,11,0,18,0,78,0,11,0,13,0,28,0,6,0,6,0,6,0,6,0,18,0,8,0,86,0,20,0,14,0
Jason,Marshall Jr.,Miami Dolphins,CB,Florida,22,69,9/6/02,72,194,1,33,0,Manto Man - CB,93,0,88,0,88,0,89,0,60,0,69,0,72,0,43,0,32,0,51,0,55,0,55,0,69,0,84,0,25,0,36,0,55,0,41,0,86,0,73,0,17,0,25,0,80,0,24,0,71,0,26,0,69,0,35,0,35,0,25,0,27,0,71,0,24,0,60,0,69,0,34,0,35,0,35,0,25,0,Default,0,27,0,64,0,89,0,65,0,43,0,52,0,19,0,10,0,16,0,12,0,23,0,18,0,86,0,32,0,64,0
Javon,Baker,New England Patriots,WR,UCF,23,69,2/18/02,73,202,1,6,1,Deep Threat - WR,89,0,86,0,88,0,85,0,59,0,66,0,77,0,25,0,16,0,74,0,74,0,82,0,78,0,85,0,73,0,10,0,18,0,48,0,88,0,78,0,13,0,19,0,43,0,35,0,22,0,71,0,69,0,41,0,29,0,25,0,15,0,18,0,10,0,13,0,23,0,72,0,49,0,31,0,24,0,Long Stride Default,0,70,0,84,0,88,0,71,0,52,0,27,0,10,0,10,0,15,0,15,0,26,0,18,0,86,0,49,0,21,0
Javon,Solomon,Buffalo Bills,RE,Troy,24,69,1/17/01,73,246,1,56,1,Smaller Speed Rusher - DE,84,0,75,0,88,0,80,0,77,0,70,0,46,0,73,0,12,0,24,0,33,0,35,0,47,0,64,0,5,0,72,0,76,0,80,0,90,0,47,0,10,0,12,0,10,0,29,0,36,0,6,0,69,0,45,0,45,0,45,0,6,0,69,0,70,0,29,0,76,0,15,0,45,0,45,0,45,0,Default Stride Loose,0,10,0,37,0,82,0,41,0,37,0,79,0,6,0,6,0,6,0,6,0,22,0,15,0,81,0,39,0,40,0
Jay,Ward,Minnesota Vikings,SS,LSU,25,69,7/13/00,73,188,1,24,2,Run Support - S,93,0,79,0,86,0,87,0,58,0,69,0,72,0,60,0,10,0,63,0,64,0,63,0,70,0,83,0,27,0,32,0,77,0,49,0,90,0,73,0,16,0,19,0,63,0,22,0,65,0,30,0,69,0,35,0,35,0,35,0,15,0,72,0,27,0,73,0,77,0,34,0,35,0,35,0,35,0,Default Stride Loose,0,33,0,69,0,87,0,64,0,55,0,66,0,10,0,10,0,15,0,15,0,23,0,11,0,75,0,40,0,67,0
Jelani,Woods,Indianapolis Colts,TE,Virginia,26,69,10/9/98,79,253,1,80,3,Vertical Threat - TE,87,0,84,0,89,0,85,0,78,0,57,0,74,0,35,0,66,0,67,0,72,0,77,0,78,0,73,0,61,0,20,0,37,0,62,0,89,0,71,0,14,0,15,0,15,0,59,0,12,0,63,0,69,0,61,0,61,0,59,0,58,0,15,0,15,0,35,0,40,0,64,0,63,0,63,0,61,0,Long Stride Loose,0,65,0,82,0,85,0,65,0,72,0,38,0,62,0,61,0,67,0,66,0,79,0,53,0,85,0,71,0,20,0
Jeremiah,Ledbetter,NY Giants,DT,Arkansas,31,69,5/29/94,75,299,1,96,8,,78,0,67,0,81,0,70,0,85,0,70,0,18,0,72,0,12,0,10,0,28,0,24,0,34,0,51,0,5,0,72,0,81,0,83,0,85,0,17,0,25,0,21,0,10,0,31,0,23,0,9,0,69,0,45,0,45,0,45,0,6,0,68,0,57,0,15,0,74,0,15,0,45,0,45,0,45,0,Long Stride Loose,0,17,0,18,0,77,0,14,0,25,0,80,0,6,0,6,0,6,0,6,0,32,0,10,0,79,0,25,0,30,0
Jeremiah,Pharms Jr,New England Patriots,DT,Friends University,28,69,10/16/96,75,300,1,98,3,,76,0,75,0,63,0,73,0,83,0,73,0,25,0,73,0,15,0,13,0,30,0,15,0,33,0,65,0,2,0,70,0,79,0,78,0,89,0,22,0,11,0,14,0,10,0,23,0,12,0,3,0,69,0,44,0,45,0,45,0,7,0,72,0,61,0,10,0,72,0,12,0,45,0,45,0,45,0,Default Stride Awkward,0,10,0,25,0,74,0,25,0,22,0,79,0,6,0,7,0,9,0,7,0,13,0,5,0,84,0,26,0,14,0
Jeremy,McNichols,Washington Commanders,HB,Boise State,29,69,12/26/95,69,205,1,26,9,Elusive Back - HB,90,0,82,0,83,0,83,0,72,0,78,0,77,0,25,0,18,0,75,0,84,0,55,0,67,0,78,0,50,0,10,0,20,0,42,0,87,0,82,0,21,0,11,0,78,0,44,0,13,0,58,0,69,0,54,0,24,0,29,0,18,0,12,0,10,0,20,0,36,0,46,0,41,0,25,0,25,0,Default,0,64,0,52,0,88,0,73,0,73,0,25,0,24,0,28,0,33,0,26,0,30,0,11,0,81,0,73,0,12,0
